NAME,INSTALLED,FIXED-IN,TYPE,VULNERABILITY,SEVERITY
openssh-client,1:9.2p1-2+deb12u2,Not Fixed,deb,CVE-2020-15778,Negligible
openssh-client,1:9.2p1-2+deb12u2,Not Fixed,deb,CVE-2020-14145,Negligible
openssh-client,1:9.2p1-2+deb12u2,Not Fixed,deb,CVE-2019-6110,Negligible
openssh-client,1:9.2p1-2+deb12u2,Not Fixed,deb,CVE-2018-15919,Negligible
openssh-client,1:9.2p1-2+deb12u2,Not Fixed,deb,CVE-2016-20012,Negligible
openssh-client,1:9.2p1-2+deb12u2,Not Fixed,deb,CVE-2008-3234,Negligible
openssh-client,1:9.2p1-2+deb12u2,Not Fixed,deb,CVE-2007-2768,Negligible
openssh-client,1:9.2p1-2+deb12u2,Not Fixed,deb,CVE-2007-2243,Negligible
openssl,3.0.11-1~deb12u2,(won't fix),deb,CVE-2024-0727,Medium
openssl,3.0.11-1~deb12u2,(won't fix),deb,CVE-2023-6129,Medium
openssl,3.0.11-1~deb12u2,(won't fix),deb,CVE-2023-5678,Medium
openssl,3.0.11-1~deb12u2,(won't fix),deb,CVE-2024-4741,Unknown
openssl,3.0.11-1~deb12u2,(won't fix),deb,CVE-2024-4603,Unknown
openssl,3.0.11-1~deb12u2,(won't fix),deb,CVE-2024-2511,Unknown
openssl,3.0.11-1~deb12u2,(won't fix),deb,CVE-2023-6237,Unknown
passwd,1:4.13+dfsg1-1+b1,(won't fix),deb,CVE-2023-4641,Medium
passwd,1:4.13+dfsg1-1+b1,(won't fix),deb,CVE-2023-29383,Low
passwd,1:4.13+dfsg1-1+b1,Not Fixed,deb,CVE-2019-19882,Negligible
passwd,1:4.13+dfsg1-1+b1,Not Fixed,deb,CVE-2007-5686,Negligible
perl,5.36.0-7+deb12u1,(won't fix),deb,CVE-2023-31484,High
perl,5.36.0-7+deb12u1,Not Fixed,deb,CVE-2023-31486,Negligible
perl,5.36.0-7+deb12u1,Not Fixed,deb,CVE-2011-4116,Negligible
perl-base,5.36.0-7+deb12u1,(won't fix),deb,CVE-2023-31484,High
perl-base,5.36.0-7+deb12u1,Not Fixed,deb,CVE-2023-31486,Negligible
perl-base,5.36.0-7+deb12u1,Not Fixed,deb,CVE-2011-4116,Negligible
perl-modules-5.36,5.36.0-7+deb12u1,(won't fix),deb,CVE-2023-31484,High
perl-modules-5.36,5.36.0-7+deb12u1,Not Fixed,deb,CVE-2023-31486,Negligible
perl-modules-5.36,5.36.0-7+deb12u1,Not Fixed,deb,CVE-2011-4116,Negligible
procps,2:4.0.2-3,(won't fix),deb,CVE-2023-4016,Low
python3.11,3.11.2-6,(won't fix),deb,CVE-2023-6597,High
python3.11,3.11.2-6,(won't fix),deb,CVE-2023-41105,High
python3.11,3.11.2-6,(won't fix),deb,CVE-2023-24329,High
python3.11,3.11.2-6,(won't fix),deb,CVE-2024-0450,Medium
python3.11,3.11.2-6,(won't fix),deb,CVE-2023-40217,Medium
python3.11,3.11.2-6,(won't fix),deb,CVE-2023-27043,Medium
python3.11-minimal,3.11.2-6,(won't fix),deb,CVE-2023-6597,High
python3.11-minimal,3.11.2-6,(won't fix),deb,CVE-2023-41105,High
python3.11-minimal,3.11.2-6,(won't fix),deb,CVE-2023-24329,High
python3.11-minimal,3.11.2-6,(won't fix),deb,CVE-2024-0450,Medium
python3.11-minimal,3.11.2-6,(won't fix),deb,CVE-2023-40217,Medium
python3.11-minimal,3.11.2-6,(won't fix),deb,CVE-2023-27043,Medium
tar,1.34+dfsg-1.2+deb12u1,Not Fixed,deb,CVE-2005-2541,Negligible
util-linux,2.38.1-5+deb12u1,Not Fixed,deb,CVE-2022-0563,Negligible
util-linux-extra,2.38.1-5+deb12u1,Not Fixed,deb,CVE-2022-0563,Negligible
wget,1.21.3-1+b1,(won't fix),deb,CVE-2021-31879,Medium
zlib1g,1:1.2.13.dfsg-1,(won't fix),deb,CVE-2023-45853,Critical
binutils,2.30-117.0.3.el8,0:2.30-119.0.2.el8_8.2,rpm,ELSA-2023-6236,Medium
curl,7.61.1-25.el8_7.1,0:7.61.1-33.el8_9.5,rpm,ELSA-2024-1601,Medium
curl,7.61.1-25.el8_7.1,0:7.61.1-30.el8_8.3,rpm,ELSA-2023-4523,Medium
curl,7.61.1-25.el8_7.1,0:7.61.1-30.el8_8.2,rpm,ELSA-2023-3106,Medium
curl,7.61.1-25.el8_7.1,0:7.61.1-25.el8_7.3,rpm,ELSA-2023-1140,Medium
curl,7.61.1-25.el8_7.1,0:7.61.1-30.el8,rpm,ELSA-2023-2963,Low
expat,2.2.5-10.0.1.el8_7.1,0:2.2.5-11.0.1.el8_9.1,rpm,ELSA-2024-1615,Medium
glibc,2.28-211.0.1.el8,0:2.28-251.0.2.el8_10.2,rpm,ELSA-2024-3344,High
glibc,2.28-211.0.1.el8,0:2.28-251.0.2.el8_10.1,rpm,ELSA-2024-3269,High
glibc,2.28-211.0.1.el8,0:2.28-236.0.1.el8_9.13,rpm,ELSA-2024-2722,High
glibc,2.28-211.0.1.el8,0:2.28-225.0.4.el8_8.6,rpm,ELSA-2023-5455,High
glibc,2.28-211.0.1.el8,0:2.28-225.0.4.el8,rpm,ELSA-2023-12851,High
glibc-common,2.28-211.0.1.el8,0:2.28-251.0.2.el8_10.2,rpm,ELSA-2024-3344,High
glibc-common,2.28-211.0.1.el8,0:2.28-251.0.2.el8_10.1,rpm,ELSA-2024-3269,High
glibc-common,2.28-211.0.1.el8,0:2.28-236.0.1.el8_9.13,rpm,ELSA-2024-2722,High
glibc-common,2.28-211.0.1.el8,0:2.28-225.0.4.el8_8.6,rpm,ELSA-2023-5455,High
glibc-common,2.28-211.0.1.el8,0:2.28-225.0.4.el8,rpm,ELSA-2023-12851,High
glibc-minimal-langpack,2.28-211.0.1.el8,0:2.28-251.0.2.el8_10.2,rpm,ELSA-2024-3344,High
glibc-minimal-langpack,2.28-211.0.1.el8,0:2.28-251.0.2.el8_10.1,rpm,ELSA-2024-3269,High
glibc-minimal-langpack,2.28-211.0.1.el8,0:2.28-236.0.1.el8_9.13,rpm,ELSA-2024-2722,High
glibc-minimal-langpack,2.28-211.0.1.el8,0:2.28-225.0.4.el8_8.6,rpm,ELSA-2023-5455,High
glibc-minimal-langpack,2.28-211.0.1.el8,0:2.28-225.0.4.el8,rpm,ELSA-2023-12851,High
gmp,1:6.1.2-10.el8,1:6.1.2-11.el8,rpm,ELSA-2024-3214,Medium
gnutls,3.6.16-5.el8_6,10:3.6.16-8.el8_9.3_fips,rpm,ELSA-2024-1784,Medium
gnutls,3.6.16-5.el8_6,0:3.6.16-8.el8_9.3,rpm,ELSA-2024-1784,Medium
gnutls,3.6.16-5.el8_6,10:3.6.16-8.el8_9.1_fips,rpm,ELSA-2024-12135,Medium
gnutls,3.6.16-5.el8_6,0:3.6.16-8.el8_9.1,rpm,ELSA-2024-0627,Medium
gnutls,3.6.16-5.el8_6,0:3.6.16-8.el8_9,rpm,ELSA-2024-0155,Medium
gnutls,3.6.16-5.el8_6,0:3.6.16-6.el8_7,rpm,ELSA-2023-1569,Medium
gnutls,3.6.16-5.el8_6,10:3.6.16-4.0.1.el8_fips,rpm,ELSA-2022-9221,Medium
krb5-libs,1.18.2-22.0.1.el8_7,0:1.18.2-27.0.1.el8_10,rpm,ELSA-2024-3268,Low
libarchive,3.3.3-4.el8,0:3.3.3-5.el8,rpm,ELSA-2023-3018,Low
libcap,2.48-4.el8,0:2.48-5.el8_8,rpm,ELSA-2023-4524,Medium
libcurl,7.61.1-25.el8_7.1,0:7.61.1-33.el8_9.5,rpm,ELSA-2024-1601,Medium
libcurl,7.61.1-25.el8_7.1,0:7.61.1-30.el8_8.3,rpm,ELSA-2023-4523,Medium
libcurl,7.61.1-25.el8_7.1,0:7.61.1-30.el8_8.2,rpm,ELSA-2023-3106,Medium
libcurl,7.61.1-25.el8_7.1,0:7.61.1-25.el8_7.3,rpm,ELSA-2023-1140,Medium
libcurl,7.61.1-25.el8_7.1,0:7.61.1-30.el8,rpm,ELSA-2023-2963,Low
libgcc,8.5.0-16.0.2.el8_7,0:8.5.0-18.0.5.el8,rpm,ELSA-2023-12788,Low
libgcrypt,1.8.5-7.el8_6,10:1.8.5-7.el8_6_fips,rpm,ELSA-2022-9564,High
libgcrypt,1.8.5-7.el8_6,10:1.8.5-6.el8_fips,rpm,ELSA-2022-9263,Medium
libnghttp2,1.33.0-3.el8_2.1,0:1.33.0-5.el8_8,rpm,ELSA-2023-5837,High
libssh,0.9.6-3.el8,0:0.9.6-13.el8_9,rpm,ELSA-2024-0628,Medium
libssh,0.9.6-3.el8,0:0.9.6-10.el8_8,rpm,ELSA-2023-3839,Medium
libssh,0.9.6-3.el8,0:0.9.6-14.el8,rpm,ELSA-2024-3233,Low
libssh-config,0.9.6-3.el8,0:0.9.6-13.el8_9,rpm,ELSA-2024-0628,Medium
libssh-config,0.9.6-3.el8,0:0.9.6-10.el8_8,rpm,ELSA-2023-3839,Medium
libssh-config,0.9.6-3.el8,0:0.9.6-14.el8,rpm,ELSA-2024-3233,Low
libstdc++,8.5.0-16.0.2.el8_7,0:8.5.0-18.0.5.el8,rpm,ELSA-2023-12788,Low
libxml2,2.9.7-15.el8_7.1,0:2.9.7-18.el8_10.1,rpm,ELSA-2024-3626,Medium
libxml2,2.9.7-15.el8_7.1,0:2.9.7-18.el8_9,rpm,ELSA-2024-0119,Medium
libxml2,2.9.7-15.el8_7.1,0:2.9.7-16.el8_8.1,rpm,ELSA-2023-4529,Medium
ncurses-base,6.1-9.20180224.el8,0:6.1-9.20180224.el8_8.1,rpm,ELSA-2023-5249,Medium
ncurses-libs,6.1-9.20180224.el8,0:6.1-9.20180224.el8_8.1,rpm,ELSA-2023-5249,Medium
openssl-libs,1:1.1.1k-7.el8_6,1:1.1.1k-9.el8_7,rpm,ELSA-2023-1405,High
openssl-libs,1:1.1.1k-7.el8_6,1:1.1.1k-12.el8_9,rpm,ELSA-2023-7877,Low
rpm,4.14.3-24.el8_7,0:4.14.3-28.0.2.el8_9,rpm,ELSA-2024-0647,Medium
rpm-libs,4.14.3-24.el8_7,0:4.14.3-28.0.2.el8_9,rpm,ELSA-2024-0647,Medium
shadow-utils,2:4.6-17.el8,2:4.6-19.el8,rpm,ELSA-2023-7112,Low
sqlite-libs,3.26.0-17.el8_7,0:3.26.0-19.0.1.el8_9,rpm,ELSA-2024-0253,Medium
sqlite-libs,3.26.0-17.el8_7,0:3.26.0-18.0.1.el8_8,rpm,ELSA-2023-3840,Medium
systemd-libs,239-68.0.2.el8_7.2,0:239-82.0.1.el8,rpm,ELSA-2024-3203,Medium
systemd-libs,239-68.0.2.el8_7.2,0:239-74.0.4.el8_8.2,rpm,ELSA-2023-3837,Medium
systemd-libs,239-68.0.2.el8_7.2,0:239-68.0.2.el8_7.4,rpm,ELSA-2023-0837,Medium
tar,2:1.30-6.el8,2:1.30-6.el8_7.1,rpm,ELSA-2023-0842,Medium
apt,2.6.1,Not Fixed,deb,CVE-2011-3374,Negligible
binutils,2.40-2,Not Fixed,deb,CVE-2023-1972,Negligible
binutils,2.40-2,Not Fixed,deb,CVE-2021-32256,Negligible
binutils,2.40-2,Not Fixed,deb,CVE-2018-9996,Negligible
binutils,2.40-2,Not Fixed,deb,CVE-2018-20712,Negligible
binutils,2.40-2,Not Fixed,deb,CVE-2018-20673,Negligible
binutils,2.40-2,Not Fixed,deb,CVE-2018-18483,Negligible
binutils,2.40-2,Not Fixed,deb,CVE-2017-13716,Negligible
binutils-aarch64-linux-gnu,2.40-2,Not Fixed,deb,CVE-2023-1972,Negligible
binutils-aarch64-linux-gnu,2.40-2,Not Fixed,deb,CVE-2021-32256,Negligible
binutils-aarch64-linux-gnu,2.40-2,Not Fixed,deb,CVE-2018-9996,Negligible
binutils-aarch64-linux-gnu,2.40-2,Not Fixed,deb,CVE-2018-20712,Negligible
binutils-aarch64-linux-gnu,2.40-2,Not Fixed,deb,CVE-2018-20673,Negligible
binutils-aarch64-linux-gnu,2.40-2,Not Fixed,deb,CVE-2018-18483,Negligible
binutils-aarch64-linux-gnu,2.40-2,Not Fixed,deb,CVE-2017-13716,Negligible
binutils-common,2.40-2,Not Fixed,deb,CVE-2023-1972,Negligible
binutils-common,2.40-2,Not Fixed,deb,CVE-2021-32256,Negligible
binutils-common,2.40-2,Not Fixed,deb,CVE-2018-9996,Negligible
binutils-common,2.40-2,Not Fixed,deb,CVE-2018-20712,Negligible
binutils-common,2.40-2,Not Fixed,deb,CVE-2018-20673,Negligible
binutils-common,2.40-2,Not Fixed,deb,CVE-2018-18483,Negligible
binutils-common,2.40-2,Not Fixed,deb,CVE-2017-13716,Negligible
bsdutils,1:2.38.1-5+deb12u1,Not Fixed,deb,CVE-2022-0563,Negligible
coreutils,9.1-1,(won't fix),deb,CVE-2016-2781,Low
coreutils,9.1-1,Not Fixed,deb,CVE-2017-18018,Negligible
cpp-12,12.2.0-14,(won't fix),deb,CVE-2023-4039,Medium
cpp-12,12.2.0-14,Not Fixed,deb,CVE-2022-27943,Negligible
curl,7.88.1-10+deb12u5,Not Fixed,deb,CVE-2024-2379,Negligible
curl,7.88.1-10+deb12u5,(won't fix),deb,CVE-2024-2398,Unknown
curl,7.88.1-10+deb12u5,(won't fix),deb,CVE-2024-2004,Unknown
dirmngr,2.2.40-1.1,Not Fixed,deb,CVE-2022-3219,Negligible
g++-12,12.2.0-14,(won't fix),deb,CVE-2023-4039,Medium
g++-12,12.2.0-14,Not Fixed,deb,CVE-2022-27943,Negligible
gcc-12,12.2.0-14,(won't fix),deb,CVE-2023-4039,Medium
gcc-12,12.2.0-14,Not Fixed,deb,CVE-2022-27943,Negligible
gcc-12-base,12.2.0-14,(won't fix),deb,CVE-2023-4039,Medium
gcc-12-base,12.2.0-14,Not Fixed,deb,CVE-2022-27943,Negligible
gir1.2-gdkpixbuf-2.0,2.42.10+dfsg-1+b1,(won't fix),deb,CVE-2022-48622,High
git,1:2.39.2-1.1,Not Fixed,deb,CVE-2024-32002,Critical
git,1:2.39.2-1.1,Not Fixed,deb,CVE-2024-32465,High
git,1:2.39.2-1.1,Not Fixed,deb,CVE-2024-32004,High
git,1:2.39.2-1.1,(won't fix),deb,CVE-2023-29007,High
git,1:2.39.2-1.1,(won't fix),deb,CVE-2023-25652,High
git,1:2.39.2-1.1,Not Fixed,deb,CVE-2024-32021,Low
git,1:2.39.2-1.1,Not Fixed,deb,CVE-2024-32020,Low
git,1:2.39.2-1.1,(won't fix),deb,CVE-2023-25815,Low
git,1:2.39.2-1.1,Not Fixed,deb,CVE-2022-24975,Negligible
git,1:2.39.2-1.1,Not Fixed,deb,CVE-2018-1000021,Negligible
git-man,1:2.39.2-1.1,Not Fixed,deb,CVE-2024-32002,Critical
git-man,1:2.39.2-1.1,Not Fixed,deb,CVE-2024-32465,High
git-man,1:2.39.2-1.1,Not Fixed,deb,CVE-2024-32004,High
git-man,1:2.39.2-1.1,(won't fix),deb,CVE-2023-29007,High
git-man,1:2.39.2-1.1,(won't fix),deb,CVE-2023-25652,High
git-man,1:2.39.2-1.1,Not Fixed,deb,CVE-2024-32021,Low
git-man,1:2.39.2-1.1,Not Fixed,deb,CVE-2024-32020,Low
git-man,1:2.39.2-1.1,(won't fix),deb,CVE-2023-25815,Low
git-man,1:2.39.2-1.1,Not Fixed,deb,CVE-2022-24975,Negligible
git-man,1:2.39.2-1.1,Not Fixed,deb,CVE-2018-1000021,Negligible
gnupg,2.2.40-1.1,Not Fixed,deb,CVE-2022-3219,Negligible
gnupg-l10n,2.2.40-1.1,Not Fixed,deb,CVE-2022-3219,Negligible
gnupg-utils,2.2.40-1.1,Not Fixed,deb,CVE-2022-3219,Negligible
gpg,2.2.40-1.1,Not Fixed,deb,CVE-2022-3219,Negligible
gpg-agent,2.2.40-1.1,Not Fixed,deb,CVE-2022-3219,Negligible
gpg-wks-client,2.2.40-1.1,Not Fixed,deb,CVE-2022-3219,Negligible
gpg-wks-server,2.2.40-1.1,Not Fixed,deb,CVE-2022-3219,Negligible
gpgconf,2.2.40-1.1,Not Fixed,deb,CVE-2022-3219,Negligible
gpgsm,2.2.40-1.1,Not Fixed,deb,CVE-2022-3219,Negligible
gpgv,2.2.40-1.1,Not Fixed,deb,CVE-2022-3219,Negligible
imagemagick,8:6.9.11.60+dfsg-1.6+deb12u1,(won't fix),deb,CVE-2022-3213,Medium
imagemagick,8:6.9.11.60+dfsg-1.6+deb12u1,Not Fixed,deb,CVE-2023-34152,Negligible
imagemagick,8:6.9.11.60+dfsg-1.6+deb12u1,Not Fixed,deb,CVE-2021-20311,Negligible
imagemagick,8:6.9.11.60+dfsg-1.6+deb12u1,Not Fixed,deb,CVE-2018-15607,Negligible
imagemagick,8:6.9.11.60+dfsg-1.6+deb12u1,Not Fixed,deb,CVE-2017-7275,Negligible
imagemagick,8:6.9.11.60+dfsg-1.6+deb12u1,Not Fixed,deb,CVE-2017-11755,Negligible
imagemagick,8:6.9.11.60+dfsg-1.6+deb12u1,Not Fixed,deb,CVE-2017-11754,Negligible
imagemagick,8:6.9.11.60+dfsg-1.6+deb12u1,Not Fixed,deb,CVE-2016-8678,Negligible
imagemagick,8:6.9.11.60+dfsg-1.6+deb12u1,Not Fixed,deb,CVE-2008-3134,Negligible
imagemagick,8:6.9.11.60+dfsg-1.6+deb12u1,Not Fixed,deb,CVE-2005-0406,Negligible
imagemagick-6-common,8:6.9.11.60+dfsg-1.6+deb12u1,(won't fix),deb,CVE-2022-3213,Medium
imagemagick-6-common,8:6.9.11.60+dfsg-1.6+deb12u1,Not Fixed,deb,CVE-2023-34152,Negligible
imagemagick-6-common,8:6.9.11.60+dfsg-1.6+deb12u1,Not Fixed,deb,CVE-2021-20311,Negligible
imagemagick-6-common,8:6.9.11.60+dfsg-1.6+deb12u1,Not Fixed,deb,CVE-2018-15607,Negligible
imagemagick-6-common,8:6.9.11.60+dfsg-1.6+deb12u1,Not Fixed,deb,CVE-2017-7275,Negligible
imagemagick-6-common,8:6.9.11.60+dfsg-1.6+deb12u1,Not Fixed,deb,CVE-2017-11755,Negligible
imagemagick-6-common,8:6.9.11.60+dfsg-1.6+deb12u1,Not Fixed,deb,CVE-2017-11754,Negligible
imagemagick-6-common,8:6.9.11.60+dfsg-1.6+deb12u1,Not Fixed,deb,CVE-2016-8678,Negligible
imagemagick-6-common,8:6.9.11.60+dfsg-1.6+deb12u1,Not Fixed,deb,CVE-2008-3134,Negligible
imagemagick-6-common,8:6.9.11.60+dfsg-1.6+deb12u1,Not Fixed,deb,CVE-2005-0406,Negligible
imagemagick-6.q16,8:6.9.11.60+dfsg-1.6+deb12u1,(won't fix),deb,CVE-2022-3213,Medium
imagemagick-6.q16,8:6.9.11.60+dfsg-1.6+deb12u1,Not Fixed,deb,CVE-2023-34152,Negligible
imagemagick-6.q16,8:6.9.11.60+dfsg-1.6+deb12u1,Not Fixed,deb,CVE-2021-20311,Negligible
imagemagick-6.q16,8:6.9.11.60+dfsg-1.6+deb12u1,Not Fixed,deb,CVE-2018-15607,Negligible
imagemagick-6.q16,8:6.9.11.60+dfsg-1.6+deb12u1,Not Fixed,deb,CVE-2017-7275,Negligible
imagemagick-6.q16,8:6.9.11.60+dfsg-1.6+deb12u1,Not Fixed,deb,CVE-2017-11755,Negligible
imagemagick-6.q16,8:6.9.11.60+dfsg-1.6+deb12u1,Not Fixed,deb,CVE-2017-11754,Negligible
imagemagick-6.q16,8:6.9.11.60+dfsg-1.6+deb12u1,Not Fixed,deb,CVE-2016-8678,Negligible
imagemagick-6.q16,8:6.9.11.60+dfsg-1.6+deb12u1,Not Fixed,deb,CVE-2008-3134,Negligible
imagemagick-6.q16,8:6.9.11.60+dfsg-1.6+deb12u1,Not Fixed,deb,CVE-2005-0406,Negligible
krb5-multidev,1.20.1-2+deb12u1,Not Fixed,deb,CVE-2018-5709,Negligible
krb5-multidev,1.20.1-2+deb12u1,(won't fix),deb,CVE-2024-26462,Unknown
krb5-multidev,1.20.1-2+deb12u1,(won't fix),deb,CVE-2024-26461,Unknown
krb5-multidev,1.20.1-2+deb12u1,(won't fix),deb,CVE-2024-26458,Unknown
libaom3,3.6.0-1,(won't fix),deb,CVE-2023-6879,Critical
libaom3,3.6.0-1,(won't fix),deb,CVE-2023-39616,High
libaom3,3.6.0-1,Not Fixed,deb,CVE-2024-5171,Unknown
libapt-pkg6.0,2.6.1,Not Fixed,deb,CVE-2011-3374,Negligible
libasan8,12.2.0-14,(won't fix),deb,CVE-2023-4039,Medium
libasan8,12.2.0-14,Not Fixed,deb,CVE-2022-27943,Negligible
libatomic1,12.2.0-14,(won't fix),deb,CVE-2023-4039,Medium
libatomic1,12.2.0-14,Not Fixed,deb,CVE-2022-27943,Negligible
libbinutils,2.40-2,Not Fixed,deb,CVE-2023-1972,Negligible
libbinutils,2.40-2,Not Fixed,deb,CVE-2021-32256,Negligible
libbinutils,2.40-2,Not Fixed,deb,CVE-2018-9996,Negligible
libbinutils,2.40-2,Not Fixed,deb,CVE-2018-20712,Negligible
libbinutils,2.40-2,Not Fixed,deb,CVE-2018-20673,Negligible
libbinutils,2.40-2,Not Fixed,deb,CVE-2018-18483,Negligible
libbinutils,2.40-2,Not Fixed,deb,CVE-2017-13716,Negligible
libblkid-dev,2.38.1-5+deb12u1,Not Fixed,deb,CVE-2022-0563,Negligible
libblkid1,2.38.1-5+deb12u1,Not Fixed,deb,CVE-2022-0563,Negligible
libc-bin,2.36-9+deb12u7,Not Fixed,deb,CVE-2019-9192,Negligible
libc-bin,2.36-9+deb12u7,Not Fixed,deb,CVE-2019-1010025,Negligible
libc-bin,2.36-9+deb12u7,Not Fixed,deb,CVE-2019-1010024,Negligible
libc-bin,2.36-9+deb12u7,Not Fixed,deb,CVE-2019-1010023,Negligible
libc-bin,2.36-9+deb12u7,Not Fixed,deb,CVE-2019-1010022,Negligible
libc-bin,2.36-9+deb12u7,Not Fixed,deb,CVE-2018-20796,Negligible
libc-bin,2.36-9+deb12u7,Not Fixed,deb,CVE-2010-4756,Negligible
libc-dev-bin,2.36-9+deb12u7,Not Fixed,deb,CVE-2019-9192,Negligible
libc-dev-bin,2.36-9+deb12u7,Not Fixed,deb,CVE-2019-1010025,Negligible
libc-dev-bin,2.36-9+deb12u7,Not Fixed,deb,CVE-2019-1010024,Negligible
libc-dev-bin,2.36-9+deb12u7,Not Fixed,deb,CVE-2019-1010023,Negligible
libc-dev-bin,2.36-9+deb12u7,Not Fixed,deb,CVE-2019-1010022,Negligible
libc-dev-bin,2.36-9+deb12u7,Not Fixed,deb,CVE-2018-20796,Negligible
libc-dev-bin,2.36-9+deb12u7,Not Fixed,deb,CVE-2010-4756,Negligible
libc6,2.36-9+deb12u7,Not Fixed,deb,CVE-2019-9192,Negligible
libc6,2.36-9+deb12u7,Not Fixed,deb,CVE-2019-1010025,Negligible
libc6,2.36-9+deb12u7,Not Fixed,deb,CVE-2019-1010024,Negligible
libc6,2.36-9+deb12u7,Not Fixed,deb,CVE-2019-1010023,Negligible
libc6,2.36-9+deb12u7,Not Fixed,deb,CVE-2019-1010022,Negligible
libc6,2.36-9+deb12u7,Not Fixed,deb,CVE-2018-20796,Negligible
libc6,2.36-9+deb12u7,Not Fixed,deb,CVE-2010-4756,Negligible
libc6-dev,2.36-9+deb12u7,Not Fixed,deb,CVE-2019-9192,Negligible
libc6-dev,2.36-9+deb12u7,Not Fixed,deb,CVE-2019-1010025,Negligible
libc6-dev,2.36-9+deb12u7,Not Fixed,deb,CVE-2019-1010024,Negligible
libc6-dev,2.36-9+deb12u7,Not Fixed,deb,CVE-2019-1010023,Negligible
libc6-dev,2.36-9+deb12u7,Not Fixed,deb,CVE-2019-1010022,Negligible
libc6-dev,2.36-9+deb12u7,Not Fixed,deb,CVE-2018-20796,Negligible
libc6-dev,2.36-9+deb12u7,Not Fixed,deb,CVE-2010-4756,Negligible
libcairo-gobject2,1.16.0-7,(won't fix),deb,CVE-2019-6462,Low
libcairo-gobject2,1.16.0-7,(won't fix),deb,CVE-2019-6461,Low
libcairo-gobject2,1.16.0-7,(won't fix),deb,CVE-2018-18064,Low
libcairo-gobject2,1.16.0-7,(won't fix),deb,CVE-2017-7475,Low
libcairo-script-interpreter2,1.16.0-7,(won't fix),deb,CVE-2019-6462,Low
libcairo-script-interpreter2,1.16.0-7,(won't fix),deb,CVE-2019-6461,Low
libcairo-script-interpreter2,1.16.0-7,(won't fix),deb,CVE-2018-18064,Low
libcairo-script-interpreter2,1.16.0-7,(won't fix),deb,CVE-2017-7475,Low
libcairo2,1.16.0-7,(won't fix),deb,CVE-2019-6462,Low
libcairo2,1.16.0-7,(won't fix),deb,CVE-2019-6461,Low
libcairo2,1.16.0-7,(won't fix),deb,CVE-2018-18064,Low
libcairo2,1.16.0-7,(won't fix),deb,CVE-2017-7475,Low
libcairo2-dev,1.16.0-7,(won't fix),deb,CVE-2019-6462,Low
libcairo2-dev,1.16.0-7,(won't fix),deb,CVE-2019-6461,Low
libcairo2-dev,1.16.0-7,(won't fix),deb,CVE-2018-18064,Low
libcairo2-dev,1.16.0-7,(won't fix),deb,CVE-2017-7475,Low
libcc1-0,12.2.0-14,(won't fix),deb,CVE-2023-4039,Medium
libcc1-0,12.2.0-14,Not Fixed,deb,CVE-2022-27943,Negligible
libctf-nobfd0,2.40-2,Not Fixed,deb,CVE-2023-1972,Negligible
libctf-nobfd0,2.40-2,Not Fixed,deb,CVE-2021-32256,Negligible
libctf-nobfd0,2.40-2,Not Fixed,deb,CVE-2018-9996,Negligible
libctf-nobfd0,2.40-2,Not Fixed,deb,CVE-2018-20712,Negligible
libctf-nobfd0,2.40-2,Not Fixed,deb,CVE-2018-20673,Negligible
libctf-nobfd0,2.40-2,Not Fixed,deb,CVE-2018-18483,Negligible
libctf-nobfd0,2.40-2,Not Fixed,deb,CVE-2017-13716,Negligible
libctf0,2.40-2,Not Fixed,deb,CVE-2023-1972,Negligible
libctf0,2.40-2,Not Fixed,deb,CVE-2021-32256,Negligible
libctf0,2.40-2,Not Fixed,deb,CVE-2018-9996,Negligible
libctf0,2.40-2,Not Fixed,deb,CVE-2018-20712,Negligible
libctf0,2.40-2,Not Fixed,deb,CVE-2018-20673,Negligible
libctf0,2.40-2,Not Fixed,deb,CVE-2018-18483,Negligible
libctf0,2.40-2,Not Fixed,deb,CVE-2017-13716,Negligible
libcurl3-gnutls,7.88.1-10+deb12u5,Not Fixed,deb,CVE-2024-2379,Negligible
libcurl3-gnutls,7.88.1-10+deb12u5,(won't fix),deb,CVE-2024-2398,Unknown
libcurl3-gnutls,7.88.1-10+deb12u5,(won't fix),deb,CVE-2024-2004,Unknown
libcurl4,7.88.1-10+deb12u5,Not Fixed,deb,CVE-2024-2379,Negligible
libcurl4,7.88.1-10+deb12u5,(won't fix),deb,CVE-2024-2398,Unknown
libcurl4,7.88.1-10+deb12u5,(won't fix),deb,CVE-2024-2004,Unknown
libcurl4-openssl-dev,7.88.1-10+deb12u5,Not Fixed,deb,CVE-2024-2379,Negligible
libcurl4-openssl-dev,7.88.1-10+deb12u5,(won't fix),deb,CVE-2024-2398,Unknown
libcurl4-openssl-dev,7.88.1-10+deb12u5,(won't fix),deb,CVE-2024-2004,Unknown
libdav1d6,1.0.0-2+deb12u1,(won't fix),deb,CVE-2023-32570,Medium
libde265-0,1.0.11-1+deb12u2,(won't fix),deb,CVE-2023-51792,Unknown
libdjvulibre-dev,3.5.28-2+b1,(won't fix),deb,CVE-2021-46312,Medium
libdjvulibre-dev,3.5.28-2+b1,(won't fix),deb,CVE-2021-46310,Medium
libdjvulibre-text,3.5.28-2,(won't fix),deb,CVE-2021-46312,Medium
libdjvulibre-text,3.5.28-2,(won't fix),deb,CVE-2021-46310,Medium
